,MSSubClass,LotArea,LotShape,Neighborhood,NeighborhoodN,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,X1stFlrSF,X2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageArea,SalePrice
744,80,12886,IR1,Sawyer,9,SLvl,5,1963,1999,0,TA,CBlock,Gd,ALQ,444,76,520,Ex,1464,0,1464,0,2,0,TA,6,1,TA,1997,RFn,480,12.07254125
745,120,5395,IR1,StoneBr,21,1Story,8,1993,1993,0,Gd,PConc,Gd,GLQ,733,604,1337,Gd,1337,0,1337,1,2,0,Gd,5,1,TA,1993,RFn,462,12.10071213
746,60,8963,IR1,NWAmes,6,2Story,8,1976,1996,289,Ex,CBlock,TA,GLQ,575,487,1142,Ex,1175,1540,2715,0,3,1,Gd,11,1,TA,1994,Fin,831,12.61087086
747,60,8795,IR1,Gilbert,19,2Story,7,2000,2000,0,Gd,PConc,Gd,GLQ,300,652,952,Ex,980,1276,2256,0,2,1,Gd,8,1,TA,2000,Fin,554,12.37158708
748,70,11700,IR1,OldTown,7,2Story,7,1880,2003,0,Gd,Stone,TA,Unf,0,1240,1240,TA,1320,1320,2640,0,1,1,Gd,8,1,Gd,1950,Unf,864,12.49117264
749,20,10593,IR1,NoRidge,3,1Story,7,1996,1996,338,Gd,PConc,Gd,GLQ,919,801,1720,Ex,1720,0,1720,1,2,0,Gd,7,1,TA,1996,Fin,527,12.46997419
750,50,8405,Reg,Edwards,18,1.5Fin,4,1945,1950,0,TA,Slab,NA,NA,0,0,0,TA,1088,441,1529,0,2,0,TA,9,0,NA,1945,Unf,240,11.49272276
751,50,8800,Reg,OldTown,7,1.5Fin,4,1910,2004,0,TA,BrkTil,TA,Unf,0,576,576,Gd,792,348,1140,0,1,0,TA,7,0,NA,NA,NA,0,11.47729829
752,60,7750,Reg,Gilbert,19,2Story,7,2003,2003,0,Gd,PConc,Gd,Unf,0,660,660,Ex,660,660,1320,0,2,1,Gd,6,0,NA,2003,Fin,400,11.99535161
753,20,9236,IR1,CollgCr,1,1Story,6,1997,1997,0,TA,PConc,Gd,GLQ,1200,279,1479,Ex,1494,0,1494,1,2,0,Gd,6,0,NA,1997,RFn,576,12.28765263
754,60,10240,Reg,NridgHt,10,2Story,8,2005,2005,178,Gd,PConc,Gd,Unf,0,1030,1030,Gd,1038,1060,2098,0,2,1,Ex,8,1,Gd,2005,RFn,878,12.52634291
755,20,7930,Reg,NAmes,11,1Story,6,1969,2005,0,TA,CBlock,TA,GLQ,439,115,1026,Gd,1026,0,1026,1,1,0,Gd,5,0,NA,1969,RFn,440,11.95761129
756,160,3230,Reg,Somerst,5,2Story,6,1999,1999,894,TA,PConc,Gd,GLQ,381,348,729,Gd,742,729,1471,0,2,1,TA,6,0,NA,1999,Unf,440,12.05815252
757,60,10769,IR1,CollgCr,1,2Story,8,2007,2007,0,Gd,PConc,Gd,GLQ,20,846,866,Ex,866,902,1768,0,2,1,Gd,7,0,NA,2007,RFn,578,12.26434155
758,60,11616,IR1,Sawyer,9,2Story,6,1978,1978,328,TA,CBlock,TA,Rec,438,234,672,TA,672,714,1386,0,2,1,TA,6,1,TA,1978,Fin,440,11.97603035
759,160,2280,Reg,Somerst,5,2Story,7,1999,1999,360,TA,PConc,Gd,ALQ,549,195,744,Gd,757,744,1501,0,2,1,TA,6,0,NA,1999,Unf,440,12.09737323
760,60,12257,IR1,NoRidge,3,2Story,8,1995,1995,513,Gd,PConc,Gd,LwQ,56,1198,1318,Ex,1328,1203,2531,0,2,1,Gd,9,1,TA,1995,RFn,752,12.5776362
761,20,9100,Reg,NAmes,11,1Story,6,1959,1959,0,TA,CBlock,TA,Rec,612,252,864,Ex,864,0,864,0,1,0,TA,5,0,NA,2008,Unf,300,11.75587164
762,30,6911,Reg,BrkSide,8,1Story,5,1924,1950,0,TA,PConc,TA,LwQ,405,740,1145,TA,1301,0,1301,0,1,0,Fa,5,0,NA,1965,Unf,440,11.51292546
763,60,8640,Reg,Somerst,5,2Story,7,2009,2009,0,TA,PConc,Gd,GLQ,24,732,756,Ex,764,783,1547,0,2,1,Gd,7,0,NA,2009,Unf,614,12.27932311
764,60,9430,Reg,NoRidge,3,2Story,8,1999,1999,673,Gd,PConc,Gd,GLQ,1163,89,1252,Ex,1268,1097,2365,1,2,1,Gd,8,1,Gd,1999,RFn,856,12.72783821
765,120,9549,IR1,Veenker,2,1Story,8,1995,1996,0,Gd,PConc,Gd,LwQ,437,0,1494,Ex,1494,0,1494,1,1,1,Ex,6,1,Gd,1995,Fin,481,12.50617724
766,20,14587,IR1,Somerst,5,1Story,9,2008,2008,284,Gd,PConc,Gd,Unf,0,1498,1498,Ex,1506,0,1506,0,2,0,Ex,6,1,Gd,2008,Fin,592,12.48420426
767,60,10421,Reg,NWAmes,6,2Story,7,1988,1988,42,TA,CBlock,Gd,GLQ,394,586,980,TA,980,734,1714,0,2,1,TA,7,1,TA,1988,Unf,496,12.18841771
768,50,12508,IR1,Mitchel,4,1.5Fin,6,1940,1985,0,TA,CBlock,Gd,ALQ,660,323,983,Ex,983,767,1750,1,2,0,TA,7,0,NA,1989,Unf,423,11.98292909
769,20,9100,Reg,CollgCr,1,1Story,7,2004,2005,0,Gd,PConc,Gd,GLQ,24,1836,1860,Ex,1836,0,1836,0,2,0,Gd,8,1,Gd,2004,Fin,484,12.2869012
771,85,7252,IR1,Sawyer,9,SFoyer,5,1982,1982,0,TA,CBlock,Gd,GLQ,685,173,858,TA,858,0,858,1,1,0,TA,5,0,NA,1983,Unf,576,11.81228904
772,20,8877,Reg,Edwards,18,1Story,4,1951,1951,0,TA,CBlock,Fa,LwQ,836,0,836,TA,1220,0,1220,0,1,0,TA,6,0,NA,1951,Unf,396,11.53272809
773,80,7819,Reg,Edwards,18,SLvl,6,1976,1976,0,TA,CBlock,TA,ALQ,422,480,1029,TA,1117,0,1117,1,1,0,TA,6,1,TA,1976,Unf,672,11.58058411
774,20,10150,Reg,NAmes,11,1Story,5,1958,1958,1,TA,CBlock,TA,Rec,456,456,912,Ex,912,0,912,0,1,0,TA,5,0,NA,1958,RFn,275,11.6483301
776,120,4500,Reg,Mitchel,4,1Story,6,1998,1998,320,TA,PConc,Ex,GLQ,866,338,1204,Ex,1204,0,1204,1,2,0,TA,5,0,NA,1998,Fin,412,11.99535161
777,20,11210,IR1,CollgCr,1,1Story,7,2005,2006,240,Gd,PConc,Gd,GLQ,20,1594,1614,Ex,1614,0,1614,0,2,0,Gd,7,0,NA,2005,RFn,865,12.30817787
778,20,13350,IR1,Sawyer,9,1Story,5,1974,1974,0,TA,CBlock,TA,ALQ,762,102,864,TA,894,0,894,1,1,0,TA,5,1,Fa,1974,Unf,440,11.86709728
779,90,8400,Reg,SawyerW,16,1Story,5,1977,1977,320,TA,Slab,NA,NA,0,0,0,TA,2020,0,2020,0,2,0,TA,10,1,TA,1977,Unf,630,11.87756858
780,90,10530,Reg,Mitchel,4,SFoyer,6,1977,1977,90,TA,CBlock,Gd,GLQ,975,0,975,TA,1004,0,1004,1,1,0,TA,4,0,NA,1977,Unf,504,11.81303006
781,20,7875,Reg,Gilbert,19,1Story,7,1995,1996,38,TA,PConc,Gd,Unf,0,1237,1237,Gd,1253,0,1253,0,2,0,TA,6,1,TA,1995,Fin,402,12.07823927
782,60,7153,Reg,SawyerW,16,2Story,6,1992,1992,0,Gd,PConc,Gd,ALQ,387,374,761,Ex,810,793,1603,0,2,1,Gd,7,0,NA,1992,RFn,484,12.07767093
783,20,16285,IR2,CollgCr,1,1Story,7,2001,2002,0,Gd,PConc,Gd,Unf,0,1413,1413,Ex,1430,0,1430,0,2,0,Gd,6,0,NA,2001,RFn,605,12.13939851
784,85,9101,IR1,Mitchel,4,SFoyer,5,1978,1978,104,TA,PConc,Gd,GLQ,1097,0,1097,Ex,1110,0,1110,1,1,0,Gd,4,1,TA,1978,Fin,602,12.01672647
785,75,6300,Reg,OldTown,7,2.5Unf,6,1914,2001,0,TA,CBlock,TA,Unf,0,742,742,Ex,742,742,1484,0,2,0,TA,9,1,Gd,NA,NA,0,11.75978554
786,20,9790,Reg,NWAmes,6,1Story,6,1967,1967,0,TA,CBlock,TA,Rec,251,491,1372,TA,1342,0,1342,0,2,0,TA,7,1,Gd,1967,Unf,457,11.99226042
787,50,10800,Reg,OldTown,7,1.5Fin,5,1915,1950,0,TA,PConc,Fa,LwQ,686,0,686,TA,966,686,1652,1,2,0,TA,7,0,NA,1961,Unf,416,11.84222921
788,60,10142,IR1,SawyerW,16,2Story,7,2004,2004,0,Gd,PConc,Gd,GLQ,656,300,956,Ex,956,1128,2084,1,2,1,Gd,8,0,NA,2004,RFn,618,12.35879373
789,20,6000,Reg,OldTown,7,1Story,4,1954,2000,0,TA,CBlock,TA,Unf,0,901,901,Ex,901,0,901,0,1,0,TA,4,0,NA,1954,Unf,281,11.58896015
790,60,12205,IR1,ClearCr,15,2Story,6,1966,2007,157,TA,CBlock,TA,LwQ,568,264,832,Gd,976,1111,2087,0,2,1,Gd,9,0,NA,1966,Fin,444,12.14153412
791,120,3182,Reg,Blmngtn,22,1Story,7,2005,2006,11,Gd,PConc,Gd,GLQ,16,1129,1145,Ex,1145,0,1145,0,2,0,Gd,5,1,Gd,2005,Fin,397,11.98417831
792,80,11333,IR1,Mitchel,4,SLvl,6,1976,1976,0,TA,PConc,Gd,ALQ,539,490,1029,TA,1062,0,1062,1,1,0,TA,5,1,TA,1976,RFn,539,11.8968264
793,60,9920,IR1,NoRidge,3,2Story,7,1996,1997,0,Gd,PConc,Gd,GLQ,862,255,1117,Ex,1127,886,2013,1,2,1,TA,8,1,TA,1997,Unf,455,12.50539916
794,20,9158,Reg,Somerst,5,1Story,8,2007,2007,140,Gd,PConc,Gd,Unf,0,1496,1496,Ex,1496,0,1496,0,2,0,Gd,7,0,NA,2007,Fin,474,12.32385568
795,60,10832,IR1,Gilbert,19,2Story,7,1994,1996,0,Gd,PConc,Gd,Unf,0,712,712,Ex,1086,809,1895,0,2,1,Gd,7,1,TA,1994,Fin,409,12.17818744
796,60,8400,Reg,SawyerW,16,2Story,6,1980,1981,130,TA,CBlock,Gd,Unf,0,650,650,TA,888,676,1564,0,2,1,TA,7,1,TA,1980,Unf,476,12.04941884
797,20,8197,Reg,Sawyer,9,1Story,6,1977,1977,148,TA,CBlock,TA,Unf,0,660,660,Ex,1285,0,1285,0,1,1,TA,7,1,TA,1977,RFn,528,11.87409031
798,20,7677,Reg,NAmes,11,1Story,5,1953,1953,0,TA,CBlock,TA,BLQ,570,203,773,Gd,773,0,773,0,1,0,TA,4,0,NA,1953,Unf,240,11.60823564
800,50,7200,Reg,SWISU,24,1.5Fin,5,1937,1950,252,TA,BrkTil,Gd,ALQ,569,162,731,Ex,981,787,1768,1,1,1,Gd,7,1,TA,1939,Unf,240,12.07254125
801,60,12798,IR1,ClearCr,15,2Story,6,1997,1997,0,TA,PConc,Gd,GLQ,462,154,616,Gd,616,1072,1688,1,2,1,Gd,8,0,NA,1997,RFn,603,12.20607265
802,30,4800,Reg,IDOTRR,13,1Story,4,1916,1990,0,TA,CBlock,TA,LwQ,197,999,1196,Ex,1196,0,1196,1,1,0,TA,5,0,NA,1957,Unf,440,11.60732614
803,60,8199,Reg,CollgCr,1,2Story,7,2005,2005,0,Gd,PConc,Gd,GLQ,648,80,728,Ex,728,728,1456,1,2,1,Gd,7,1,Gd,2005,Fin,410,12.14950229
805,20,9000,Reg,NAmes,11,1Story,5,1954,1954,0,TA,CBlock,TA,LwQ,812,124,936,TA,1128,0,1128,0,1,0,TA,5,0,NA,1954,Unf,286,11.6784399
806,20,12274,IR1,Somerst,5,1Story,7,2008,2008,256,Gd,PConc,Gd,Unf,0,1417,1417,Ex,1428,0,1428,0,2,0,Ex,6,0,NA,2008,RFn,554,12.33569641
807,80,9750,Reg,NAmes,11,SLvl,5,1967,1967,0,TA,PConc,TA,ALQ,400,100,980,Gd,980,0,980,0,2,0,TA,6,0,NA,1967,Fin,384,11.81672692
808,70,21384,Reg,BrkSide,8,2Story,5,1923,2004,0,TA,CBlock,TA,GLQ,1309,15,1324,Ex,1072,504,1576,2,1,1,Gd,6,1,TA,1923,RFn,528,12.31716669
809,80,13400,Reg,NAmes,11,SLvl,5,1966,1966,1047,TA,CBlock,TA,ALQ,516,380,1024,TA,1086,0,1086,1,1,0,TA,6,1,Gd,1966,RFn,484,11.98261655
810,75,8100,Reg,OldTown,7,2.5Unf,5,1898,1965,0,TA,PConc,TA,Unf,0,849,849,TA,1075,1063,2138,0,2,0,TA,11,0,NA,1910,Unf,360,11.57119437
811,20,10140,Reg,NWAmes,6,1Story,6,1974,1999,99,TA,CBlock,TA,ALQ,663,0,1040,Fa,1309,0,1309,1,1,1,Gd,5,1,Fa,1974,RFn,484,12.10625231
812,120,4438,Reg,CollgCr,1,1Story,6,2004,2004,169,Gd,PConc,Gd,GLQ,662,186,848,Ex,848,0,848,1,1,0,Gd,4,1,Gd,2004,Fin,420,11.88103479
814,20,9750,Reg,NAmes,11,1Story,6,1958,1958,243,TA,CBlock,TA,Rec,608,834,1442,Gd,1442,0,1442,0,1,1,TA,7,0,NA,1958,RFn,301,11.9697172
815,50,8248,Reg,Edwards,18,1.5Fin,5,1918,1950,0,TA,BrkTil,TA,Unf,0,686,686,Gd,686,564,1250,0,1,1,Fa,7,0,NA,1955,Unf,280,11.66134547
816,20,12137,IR2,CollgCr,1,1Story,7,1998,1998,442,TA,PConc,Gd,Unf,0,1649,1649,Ex,1661,0,1661,0,2,0,Gd,6,0,NA,1998,RFn,598,12.32341114
817,20,11425,IR1,NAmes,11,1Story,5,1954,1954,0,TA,CBlock,TA,BLQ,486,522,1008,Gd,1008,0,1008,0,1,0,TA,4,1,Gd,1954,RFn,275,11.8277362
818,20,13265,IR1,Mitchel,4,1Story,8,2002,2002,148,Gd,PConc,Gd,GLQ,1218,350,1568,Ex,1689,0,1689,1,2,0,Gd,7,1,Gd,2002,RFn,857,12.5098741
819,80,8816,Reg,ClearCr,15,SLvl,6,1971,1971,80,TA,CBlock,TA,GLQ,504,506,1010,Gd,1052,0,1052,1,1,0,TA,6,0,NA,1971,Unf,440,11.9511804
820,120,6371,IR1,NridgHt,10,1Story,7,2009,2010,128,Gd,PConc,Gd,GLQ,733,625,1358,Ex,1358,0,1358,1,2,0,Gd,6,1,Gd,2010,RFn,484,12.31940133
821,60,7226,IR1,CollgCr,1,2Story,7,2003,2003,0,Gd,PConc,Gd,Unf,0,798,798,Ex,798,842,1640,0,2,1,Gd,6,0,NA,2003,RFn,595,12.11724143
822,20,6000,Reg,OldTown,7,1Story,4,1953,1953,0,Fa,CBlock,Fa,Unf,0,936,936,TA,936,0,936,0,1,0,TA,4,0,NA,1974,Unf,576,11.44035477
823,60,12394,IR1,Gilbert,19,2Story,7,2003,2003,0,Gd,PConc,Gd,Unf,0,847,847,Ex,847,886,1733,0,2,1,Gd,7,1,Gd,2003,Fin,433,12.32385568
824,50,9900,Reg,SWISU,24,1.5Fin,6,1940,1950,0,TA,BrkTil,TA,Unf,0,778,778,TA,944,545,1489,0,2,0,TA,7,1,Gd,1940,Unf,240,11.84581988
825,20,11216,Reg,Somerst,5,1Story,8,2006,2006,0,Gd,PConc,Gd,Unf,0,1489,1489,Ex,1489,0,1489,0,2,0,Gd,7,1,Gd,2006,RFn,776,12.35707552
826,20,14803,Reg,NridgHt,10,1Story,10,2007,2008,816,Ex,PConc,Ex,GLQ,1636,442,2078,Ex,2084,0,2084,1,2,0,Ex,7,1,Gd,2007,Fin,1220,12.86099861
827,45,6130,Reg,BrkSide,8,1.5Unf,5,1924,1950,0,TA,BrkTil,TA,ALQ,784,0,784,Gd,784,0,784,1,1,0,Gd,5,0,NA,NA,NA,0,11.60367983
828,20,8529,IR1,SawyerW,16,1Story,7,2001,2001,0,Gd,PConc,Gd,GLQ,20,1434,1454,Ex,1434,0,1434,0,2,0,Gd,6,1,TA,2001,RFn,527,12.14950229
829,60,28698,IR2,ClearCr,15,2Story,5,1967,1967,0,TA,PConc,TA,LwQ,249,0,1013,TA,1160,966,2126,0,2,1,TA,7,0,NA,1967,Fin,538,12.1281111
830,160,2544,Reg,Somerst,5,2Story,7,2005,2005,0,Gd,PConc,Gd,Unf,0,600,600,Ex,520,623,1223,0,2,1,Gd,4,0,NA,2005,RFn,480,11.90090526
831,20,11900,IR1,NAmes,11,1Story,6,1957,1957,387,TA,CBlock,TA,Rec,1040,352,1392,TA,1392,0,1392,1,1,1,TA,6,1,Gd,1957,RFn,458,12.01974307
832,160,3180,Reg,Somerst,5,2Story,7,2005,2005,0,TA,PConc,Gd,Unf,0,600,600,Ex,520,600,1200,0,2,1,Gd,4,0,NA,2005,RFn,480,11.92503512
833,60,9548,IR1,CollgCr,1,2Story,7,2003,2003,223,Gd,PConc,Gd,GLQ,483,458,941,Ex,941,888,1829,1,2,1,Gd,7,1,TA,2003,RFn,613,12.37581542
834,20,10004,Reg,NAmes,11,1Story,6,1964,1964,180,TA,CBlock,TA,Rec,196,975,1516,TA,1516,0,1516,0,1,1,TA,6,0,NA,1964,RFn,472,12.02574909
835,20,7875,Reg,NAmes,11,1Story,5,1961,1961,136,TA,CBlock,TA,Rec,572,572,1144,Gd,1144,0,1144,1,1,0,TA,6,0,NA,1961,Unf,456,11.84904049
836,20,9600,Reg,Sawyer,9,1Story,4,1950,1995,0,TA,CBlock,Gd,BLQ,442,625,1067,TA,1067,0,1067,0,2,0,Gd,4,0,NA,1996,Unf,436,11.75978554
837,30,8100,Reg,OldTown,7,1Story,5,1948,1973,0,TA,BrkTil,TA,Rec,338,1221,1559,Gd,1559,0,1559,1,1,0,TA,5,0,NA,1948,Unf,812,11.94145585
838,160,1680,Reg,BrDale,23,2Story,6,1973,1973,158,TA,CBlock,TA,BLQ,330,153,483,TA,483,504,987,1,1,1,TA,5,0,NA,1973,Unf,264,11.51292546
839,20,9525,Reg,CollgCr,1,1Story,5,1995,2006,0,TA,PConc,Gd,Unf,0,1099,1099,Ex,1099,0,1099,0,1,1,Gd,6,0,NA,1999,Unf,352,11.87756858
840,50,11767,Reg,Edwards,18,1.5Fin,5,1946,1995,0,TA,CBlock,TA,BLQ,352,416,768,Ex,768,432,1200,0,1,0,TA,6,0,NA,1946,Unf,240,11.77912851
841,70,12155,IR1,SWISU,24,2Story,6,1925,1950,0,TA,BrkTil,TA,BLQ,156,516,672,TA,810,672,1482,0,2,0,Fa,7,0,NA,1934,Unf,400,11.8493977
842,70,10440,Reg,OldTown,7,2Story,5,1904,2002,0,TA,PConc,TA,Unf,0,650,650,Gd,958,581,1539,0,2,0,Gd,8,1,Po,1983,Unf,686,11.96718074
843,80,9020,Reg,NAmes,11,SLvl,6,1966,1966,183,TA,CBlock,TA,Rec,312,276,1127,TA,1165,0,1165,1,1,1,TA,6,0,NA,1966,RFn,490,12.07196966
844,90,8000,Reg,NAmes,11,1Story,5,1961,1961,0,TA,CBlock,TA,Unf,0,1800,1800,Ex,1800,0,1800,0,2,0,TA,10,0,NA,NA,NA,0,11.85651517
845,50,12665,IR1,OldTown,7,1.5Fin,5,1915,1950,0,TA,BrkTil,TA,Unf,0,876,876,Gd,876,540,1416,0,1,1,TA,7,1,Gd,1949,Unf,720,11.94405832
846,85,16647,IR1,Sawyer,9,SFoyer,5,1975,1981,0,TA,CBlock,Gd,ALQ,1390,0,1390,TA,1701,0,1701,1,2,0,TA,6,1,TA,1975,Fin,611,12.04941884
847,60,9317,Reg,SawyerW,16,2Story,7,1993,1993,137,Gd,PConc,Gd,ALQ,513,227,740,Ex,1006,769,1775,1,2,1,Gd,7,1,TA,1993,Unf,425,12.26904744
848,20,15523,IR1,CollgCr,1,1Story,5,1972,1972,0,TA,CBlock,TA,BLQ,460,404,864,Ex,864,0,864,1,1,0,TA,5,1,Fa,1972,Unf,338,11.80185676
849,50,45600,IR2,ClearCr,15,1.5Fin,6,1908,1997,0,TA,BrkTil,TA,Unf,0,907,907,TA,1307,1051,2358,0,3,0,TA,10,1,Gd,1908,Unf,360,12.3883942
850,80,9600,Reg,Veenker,2,SLvl,6,1976,1994,360,Gd,CBlock,TA,Unf,0,528,528,Ex,1094,761,1855,0,2,1,TA,7,1,TA,1976,RFn,512,12.1388639
851,120,4435,Reg,CollgCr,1,1Story,6,2003,2003,170,Gd,PConc,Gd,GLQ,659,189,848,Ex,848,0,848,1,1,0,Gd,3,0,NA,2003,Fin,420,11.78676213
852,120,3196,Reg,Blmngtn,22,1Story,8,2003,2003,40,Gd,PConc,Gd,Unf,0,1273,1273,Ex,1456,0,1456,0,2,0,Gd,7,1,TA,2003,Fin,400,12.27839331
853,75,7128,Reg,Crawfor,3,2.5Unf,7,1941,1950,0,TA,CBlock,TA,Rec,364,554,918,Gd,918,728,1646,0,2,0,TA,7,1,Gd,1941,Unf,240,12.00762171
854,80,12095,IR1,NAmes,11,SLvl,6,1964,1964,115,TA,CBlock,TA,Rec,564,563,1127,TA,1445,0,1445,0,1,1,TA,7,1,Fa,1964,RFn,645,11.97035031
855,20,17920,Reg,Sawyer,9,1Story,5,1955,1974,0,TA,CBlock,TA,ALQ,306,372,1763,TA,1779,0,1779,1,1,1,TA,6,1,Gd,1955,Unf,454,12.04355372
856,20,6897,IR1,Sawyer,9,1Story,5,1962,2010,0,TA,CBlock,TA,ALQ,659,381,1040,Ex,1040,0,1040,1,1,1,TA,6,0,NA,1962,Unf,260,11.75194237
857,80,10970,IR1,CollgCr,1,SLvl,6,1978,1978,0,TA,CBlock,Gd,GLQ,505,0,940,TA,1026,0,1026,1,1,0,TA,5,0,NA,1981,Unf,576,11.89818787
858,60,8125,Reg,Gilbert,19,2Story,6,1994,1995,0,TA,PConc,Gd,Unf,0,702,702,Gd,702,779,1481,0,2,1,TA,6,1,TA,1994,Fin,343,12.06681058
859,20,10400,Reg,NWAmes,6,1Story,7,1976,1976,189,TA,CBlock,Gd,Unf,0,1090,1090,TA,1370,0,1370,0,2,0,TA,6,1,TA,1976,RFn,479,11.9316358
860,60,11029,IR1,NWAmes,6,2Story,6,1968,1984,220,TA,CBlock,TA,BLQ,619,435,1054,TA,1512,1142,2654,1,2,1,Gd,9,1,Gd,1968,Unf,619,12.4292162
861,50,7642,Reg,Crawfor,3,1.5Fin,7,1918,1998,0,Gd,BrkTil,TA,Unf,0,912,912,Gd,912,514,1426,0,1,1,Gd,7,1,Gd,1925,Unf,216,12.15451616
862,190,11625,Reg,Sawyer,9,1Story,5,1965,1965,0,TA,PConc,TA,BLQ,841,198,1039,Ex,1039,0,1039,1,1,1,TA,6,0,NA,1965,Unf,504,11.78676213
863,20,9672,Reg,SawyerW,16,1Story,6,1984,1985,0,TA,PConc,Gd,GLQ,338,702,1040,TA,1097,0,1097,0,2,0,TA,6,0,NA,1986,Unf,480,11.9316358
864,20,7931,Reg,NAmes,11,1Story,5,1959,1959,0,TA,CBlock,TA,BLQ,1148,0,1148,TA,1148,0,1148,1,1,0,TA,6,0,NA,1959,Unf,672,11.79433792
865,20,8640,Reg,Somerst,5,1Story,7,2007,2008,0,Gd,PConc,Ex,Unf,0,1372,1372,Ex,1372,0,1372,0,2,0,Gd,6,0,NA,2008,Fin,529,12.43153351
866,20,8750,IR1,NAmes,11,1Story,5,1970,1970,76,TA,CBlock,TA,BLQ,828,174,1002,TA,1002,0,1002,1,1,0,TA,5,0,NA,1973,Unf,902,11.90834024
867,20,10656,IR1,Timber,17,1Story,8,2006,2007,274,Gd,PConc,Gd,Unf,0,1638,1638,Ex,1646,0,1646,0,2,0,Gd,6,1,Gd,2007,RFn,870,12.42480649
868,20,6970,Reg,Sawyer,9,1Story,4,1961,1961,0,TA,CBlock,TA,ALQ,932,108,1040,TA,1120,0,1120,1,1,1,Fa,5,0,NA,1961,RFn,544,11.76756768
869,60,14762,IR2,Gilbert,19,2Story,5,1948,1950,0,TA,Slab,NA,NA,0,0,0,Gd,1547,720,2320,0,2,0,TA,7,1,TA,1979,Unf,672,12.03765399
870,60,9938,Reg,SawyerW,16,2Story,7,1993,1994,246,Gd,PConc,Gd,GLQ,750,300,1050,Ex,1062,887,1949,1,2,1,Gd,8,1,TA,1993,Fin,574,12.37158708
871,20,6600,Reg,NAmes,11,1Story,5,1962,1962,0,TA,CBlock,TA,Unf,0,894,894,Gd,894,0,894,0,1,0,TA,5,0,NA,1962,Unf,308,11.60367983
872,60,8750,Reg,CollgCr,1,2Story,6,1998,1998,116,TA,PConc,Gd,GLQ,505,299,804,Ex,804,878,1682,0,2,1,Gd,7,0,NA,1998,RFn,523,12.20856953
873,20,8892,Reg,NAmes,11,1Story,5,1953,1996,0,Gd,Stone,TA,Unf,0,105,105,Gd,910,0,910,0,1,0,Gd,5,0,NA,1953,Unf,414,11.66134547
874,40,12144,Reg,NAmes,11,1Story,5,1949,1950,0,Gd,CBlock,TA,Rec,375,457,832,Gd,1036,0,1268,0,1,0,TA,6,1,Gd,1949,Unf,288,11.79810441
876,60,9000,Reg,Somerst,5,2Story,8,2007,2007,0,Gd,PConc,Gd,GLQ,64,1120,1184,Ex,1184,1426,2610,0,2,1,Ex,11,1,Gd,2007,Fin,550,12.6230611
877,20,25286,Reg,Mitchel,4,1Story,4,1963,1963,0,TA,PConc,TA,ALQ,633,431,1064,Gd,1040,0,1040,1,1,0,TA,5,0,NA,1963,Unf,648,11.79244935
878,60,8834,Reg,NridgHt,10,2Story,9,2004,2005,216,Gd,PConc,Ex,GLQ,1170,292,1462,Ex,1462,762,2224,1,2,1,Ex,10,1,Gd,2004,Fin,738,12.76568843
879,85,11782,IR1,Sawyer,9,SFoyer,5,1961,1995,0,TA,CBlock,TA,ALQ,899,210,1109,TA,1155,0,1155,1,1,0,Gd,6,0,NA,1987,Unf,576,11.90496755
880,20,7000,IR1,CollgCr,1,1Story,5,1978,2005,90,Gd,CBlock,TA,ALQ,646,218,864,Ex,864,0,864,1,1,0,TA,6,0,NA,1978,Unf,336,11.82407989
881,20,7024,Reg,Edwards,18,1Story,5,2005,2006,0,TA,PConc,Ex,ALQ,980,110,1090,Gd,1090,0,1090,1,1,1,TA,5,0,NA,2005,Fin,450,11.96400108
882,50,13758,IR1,Timber,17,1.5Fin,7,1990,1991,117,Gd,CBlock,Gd,LwQ,902,254,1156,Ex,1187,530,1717,0,2,1,Gd,7,1,TA,1990,RFn,400,12.14153412
883,60,9636,IR1,Gilbert,19,2Story,6,1992,1993,0,TA,PConc,Gd,Unf,0,808,808,Gd,808,785,1593,0,2,1,TA,7,1,TA,1993,RFn,389,12.08953883
884,75,6204,Reg,SWISU,24,2.5Fin,4,1912,1950,0,Gd,PConc,TA,Unf,0,795,795,TA,954,795,2230,1,1,0,TA,10,0,NA,1997,Unf,440,11.68266824
885,20,7150,Reg,NAmes,11,1Story,5,1967,1967,60,TA,CBlock,TA,BLQ,432,460,892,TA,892,0,892,0,1,0,TA,5,0,NA,1967,RFn,288,11.51292546
886,120,5119,IR1,Somerst,5,1Story,9,1999,2000,60,Gd,PConc,Ex,GLQ,1238,460,1698,Ex,1709,0,1709,1,2,0,Gd,5,1,TA,1999,Fin,506,12.70350903
887,90,8393,Reg,NAmes,11,1Story,5,1959,2005,122,TA,CBlock,TA,LwQ,528,1098,1626,Ex,1712,0,1712,0,2,0,TA,8,0,NA,2005,Fin,588,11.88448902
888,50,16466,IR1,Edwards,18,1.5Fin,5,1955,1955,0,TA,PConc,TA,Unf,0,816,816,TA,872,521,1393,0,1,1,TA,8,0,NA,1955,Unf,300,11.81672692
